station,date,sst_c,slp_hpa,u10_ms,v10_ms
Wat Khun Samut Chin,2020-11-01,28.705963,1011.846252,-1.222422,-1.86993
Wat Khun Samut Chin,2020-12-01,27.316315,1012.108154,-1.093961,-1.74939
Wat Khun Samut Chin,2021-01-01,26.159821,1012.437195,-1.003212,-0.822096
Wat Khun Samut Chin,2021-02-01,27.761383,1011.534363,-0.45354,1.16286
Wat Khun Samut Chin,2021-03-01,29.188385,1010.137207,0.162381,2.993939
Wat Khun Samut Chin,2021-04-01,30.601471,1009.559387,0.101205,1.465371
Wat Khun Samut Chin,2021-05-01,31.293854,1007.861877,0.657976,1.900896
Wat Khun Samut Chin,2021-06-01,30.772369,1007.748779,2.312485,2.078309
Wat Khun Samut Chin,2021-07-01,30.227692,1006.909058,1.887747,2.027617
Wat Khun Samut Chin,2021-08-01,29.670074,1008.103455,1.478554,2.105895
Wat Khun Samut Chin,2021-09-01,29.466217,1008.132507,0.981994,0.935947
Wat Khun Samut Chin,2021-10-01,29.593414,1009.126892,0.118332,0.01063
Wat Khun Samut Chin,2021-11-01,29.346588,1010.62561,-1.306544,-1.591568
Wat Khun Samut Chin,2021-12-01,26.957916,1013.680908,-1.279393,-2.134832
Wat Khun Samut Chin,2022-01-01,27.854889,1011.984375,-0.2018,0.569833
Wat Khun Samut Chin,2022-02-01,28.765289,1011.011902,-0.454958,0.563754
Wat Khun Samut Chin,2022-03-01,29.784821,1009.05127,-0.020903,2.257447
Wat Khun Samut Chin,2022-04-01,30.119537,1009.019714,-0.650386,0.843771
Wat Khun Samut Chin,2022-05-01,30.580475,1007.210632,0.740395,1.2726
Wat Khun Samut Chin,2022-06-01,30.403717,1007.378723,1.359125,1.861943
Wat Khun Samut Chin,2022-07-01,30.15567,1006.257812,1.689357,1.803222
Wat Khun Samut Chin,2022-08-01,29.885895,1007.048096,1.383995,1.853038
Wat Khun Samut Chin,2022-09-01,29.90567,1007.903748,1.269923,0.843239
Wat Khun Samut Chin,2022-10-01,29.309479,1010.422791,-1.028247,-1.186655
Wat Khun Samut Chin,2022-11-01,28.654694,1010.294067,-0.613193,-0.687287
Wat Khun Samut Chin,2022-12-01,27.711334,1012.063416,-1.366982,-1.750371
Wat Khun Samut Chin,2023-01-01,26.669098,1012.619385,-1.080701,-1.547782
Wat Khun Samut Chin,2023-02-01,27.377594,1011.833435,-0.33919,0.362419
Wat Khun Samut Chin,2023-03-01,28.566559,1011.126221,-0.073556,2.173456
Wat Khun Samut Chin,2023-04-01,30.394928,1008.01123,0.104574,3.0256
Wat Khun Samut Chin,2023-05-01,31.291412,1007.669067,0.992133,1.878757
Wat Khun Samut Chin,2023-06-01,30.555817,1007.126892,1.945337,2.058928
Wat Khun Samut Chin,2023-07-01,30.385406,1007.372192,2.233364,1.590473
Wat Khun Samut Chin,2023-08-01,29.967682,1007.773438,2.434361,1.98109
Wat Khun Samut Chin,2023-09-01,30.097565,1007.827515,1.470557,1.475198
Wat Khun Samut Chin,2023-10-01,30.009186,1010.893127,0.154726,-0.317025
Wat Khun Samut Chin,2023-11-01,29.285065,1012.304993,-1.080738,-1.708799
Wat Khun Samut Chin,2023-12-01,28.674469,1013.014038,-1.159218,-1.538464
Wat Khun Samut Chin,2024-01-01,28.356842,1012.952209,-0.484494,-0.367575
Wat Khun Samut Chin,2024-02-01,28.972809,1012.710327,0.178122,2.574007
Wat Khun Samut Chin,2024-03-01,29.891754,1010.918762,0.231849,3.356861
Wat Khun Samut Chin,2024-04-01,31.064606,1007.558411,0.364895,4.103836
Wat Khun Samut Chin,2024-05-01,31.497223,1007.580933,0.179372,2.183666
Wat Khun Samut Chin,2024-06-01,30.978424,1007.523132,1.930091,2.140306
Wat Khun Samut Chin,2024-07-01,29.814117,1006.877502,1.618548,2.107325
Wat Khun Samut Chin,2024-08-01,30.19278,1008.292175,1.262871,1.421651
Wat Khun Samut Chin,2024-09-01,30.049225,1006.855286,1.575279,1.105278
Wat Khun Samut Chin,2024-10-01,30.374664,1009.701904,-0.281684,-0.228146
Wat Khun Samut Chin,2024-11-01,29.656647,1010.924072,-1.368226,-1.791684
Wat Khun Samut Chin,2024-12-01,27.631989,1011.86908,-1.391004,-2.153286
Laem Chabang Port,1993-01-01,27.029938,1012.872803,-0.438459,0.30659
Laem Chabang Port,1993-02-01,26.920563,1012.829041,-0.037449,1.942266
Laem Chabang Port,1993-03-01,28.424713,1011.054688,0.287483,3.448394
Laem Chabang Port,1993-04-01,29.662506,1009.713745,0.020995,3.438862
Laem Chabang Port,1993-05-01,30.54483,1008.462524,0.241636,3.784039
Laem Chabang Port,1993-06-01,30.67276,1007.615295,1.990335,2.743833
Laem Chabang Port,1993-07-01,30.409576,1006.809082,2.707272,2.704416
Laem Chabang Port,1993-08-01,29.926178,1008.59436,2.697874,2.7709
Laem Chabang Port,1993-09-01,29.607574,1008.912476,1.560853,1.532495
Laem Chabang Port,1993-10-01,29.058258,1011.510315,-1.332755,-0.756971
Laem Chabang Port,1993-11-01,28.80191,1011.115967,-1.226324,-1.735119
Laem Chabang Port,1993-12-01,27.568024,1013.193115,-1.853506,-3.033666
Laem Chabang Port,1994-01-01,26.679352,1011.696899,0.014241,0.690759
Laem Chabang Port,1994-02-01,28.091949,1010.00592,0.27752,3.484342
Laem Chabang Port,1994-03-01,28.796783,1011.325623,-0.229629,2.106641
Laem Chabang Port,1994-04-01,30.243805,1008.552795,0.26559,3.387343
Laem Chabang Port,1994-05-01,30.465485,1007.247498,1.047382,2.717347
Laem Chabang Port,1994-06-01,30.246246,1006.421875,2.574249,3.313458
Laem Chabang Port,1994-07-01,29.482819,1006.549072,3.394233,3.079465
Laem Chabang Port,1994-08-01,29.111481,1007.72345,2.792711,2.706764
Laem Chabang Port,1994-09-01,28.97525,1008.69873,1.774073,1.584835
Laem Chabang Port,1994-10-01,29.096344,1011.576904,-0.929783,-0.795939
Laem Chabang Port,1994-11-01,28.137848,1012.455933,-2.051267,-2.297617
Laem Chabang Port,1994-12-01,28.095856,1012.723145,-0.911735,-1.503549
Laem Chabang Port,1995-01-01,27.335358,1013.153137,-0.740576,-0.060989
Laem Chabang Port,1995-02-01,27.653961,1012.30188,-0.499623,2.168129
Laem Chabang Port,1995-03-01,28.928864,1010.177185,0.098167,3.569534
Laem Chabang Port,1995-04-01,30.297272,1008.996277,0.265068,3.995946
Laem Chabang Port,1995-05-01,30.810455,1008.025024,0.64169,2.988075
Laem Chabang Port,1995-06-01,30.244293,1006.80249,2.114601,3.124954
Laem Chabang Port,1995-07-01,29.142731,1006.969666,1.652695,3.078297
Laem Chabang Port,1995-08-01,28.692047,1007.079346,1.823068,2.89177
Laem Chabang Port,1995-09-01,28.685944,1008.390625,1.230664,1.161807
Laem Chabang Port,1995-10-01,28.881744,1009.169373,-0.150795,-1.19946
Laem Chabang Port,1995-11-01,28.377838,1010.987488,-1.676682,-2.279011
Laem Chabang Port,1995-12-01,26.792633,1013.81311,-1.638915,-2.834291
Laem Chabang Port,1996-01-01,26.119781,1011.490295,-0.102178,0.522052
Laem Chabang Port,1996-02-01,26.762604,1011.747192,-1.10828,0.025771
Laem Chabang Port,1996-03-01,28.065582,1009.517822,0.391206,3.715318
Laem Chabang Port,1996-04-01,29.619293,1008.39502,-0.060554,3.095867
Laem Chabang Port,1996-05-01,30.094879,1008.062195,0.916268,2.257277
Laem Chabang Port,1996-06-01,30.694489,1008.013733,1.057977,2.421395
Laem Chabang Port,1996-07-01,30.694977,1007.138733,2.030681,3.292396
Laem Chabang Port,1996-08-01,30.020416,1007.85376,1.83757,2.432573
Laem Chabang Port,1996-09-01,29.635651,1006.670288,1.487767,1.709966
Laem Chabang Port,1996-10-01,29.498688,1009.681274,-0.678727,-0.766639
Laem Chabang Port,1996-11-01,28.761383,1010.034973,-1.107797,-1.236965
Laem Chabang Port,1996-12-01,27.016754,1012.697815,-1.485344,-2.629729
Laem Chabang Port,1997-01-01,26.469635,1012.785339,-0.38104,0.51068
Laem Chabang Port,1997-02-01,27.863678,1010.483154,-0.023133,2.074369
Laem Chabang Port,1997-03-01,28.95694,1011.342834,0.231875,3.390324
Laem Chabang Port,1997-04-01,30.216461,1010.285339,0.283159,2.695678
Laem Chabang Port,1997-05-01,30.651276,1007.780334,1.762942,3.208843
Laem Chabang Port,1997-06-01,30.300446,1007.808777,2.342227,3.206332
Laem Chabang Port,1997-07-01,29.404694,1007.577209,3.182638,3.124511
Laem Chabang Port,1997-08-01,29.048737,1007.84906,3.196679,2.77448
Laem Chabang Port,1997-09-01,29.789948,1010.575928,0.725659,1.330797
Laem Chabang Port,1997-10-01,29.997955,1012.350647,-0.58584,-0.135915
Laem Chabang Port,1997-11-01,29.285797,1012.629395,-0.637924,-0.767707
Laem Chabang Port,1997-12-01,28.893219,1012.938416,-0.891975,-0.819122
Laem Chabang Port,1998-01-01,28.898102,1012.405334,0.434451,1.486129
Laem Chabang Port,1998-02-01,29.302643,1012.466858,0.542845,3.560359
Laem Chabang Port,1998-03-01,29.900543,1010.855957,0.544977,3.858086
Laem Chabang Port,1998-04-01,30.614655,1009.721252,0.170954,4.083454
Laem Chabang Port,1998-05-01,31.254303,1007.977478,0.825171,3.373465
Laem Chabang Port,1998-06-01,30.245026,1007.05719,1.766704,3.00503
Laem Chabang Port,1998-07-01,30.476715,1007.702515,1.102747,2.837322
Laem Chabang Port,1998-08-01,30.416656,1008.514038,1.143555,2.158152
Laem Chabang Port,1998-09-01,29.984528,1008.174072,1.135942,1.049491
Laem Chabang Port,1998-10-01,29.776764,1009.123413,-0.785259,-0.146936
Laem Chabang Port,1998-11-01,28.80899,1009.84314,-0.991077,-2.031504
Laem Chabang Port,1998-12-01,27.073151,1012.065308,-1.601157,-2.509601
Laem Chabang Port,1999-01-01,26.860992,1010.395325,-1.209727,-1.1287
Laem Chabang Port,1999-02-01,28.033112,1012.124084,-0.384877,0.377997
Laem Chabang Port,1999-03-01,28.901031,1006.868103,0.270583,3.311596
Laem Chabang Port,1999-04-01,29.896149,1007.476257,0.413576,2.018788
Laem Chabang Port,1999-05-01,29.741608,1007.897522,0.911728,2.349767
Laem Chabang Port,1999-06-01,29.197174,1007.297485,2.420253,2.288444
Laem Chabang Port,1999-07-01,28.949127,1006.207825,2.77703,2.853821
Laem Chabang Port,1999-08-01,28.417389,1008.116577,2.142682,2.328196
Laem Chabang Port,1999-09-01,29.068756,1008.137512,1.33288,1.577444
Laem Chabang Port,1999-10-01,29.53775,1009.579346,-0.982203,-0.083041
Laem Chabang Port,1999-11-01,28.681305,1010.72467,-1.1043,-2.01017
Laem Chabang Port,1999-12-01,26.093658,1013.144714,-1.981344,-3.815223
Laem Chabang Port,2000-01-01,26.507721,1011.419983,-0.671344,-0.020153
Laem Chabang Port,2000-02-01,26.764069,1010.304688,-0.133107,0.79739
Laem Chabang Port,2000-03-01,28.734772,1009.068726,0.16088,2.291293
Laem Chabang Port,2000-04-01,29.742828,1008.021545,-0.097301,2.749398
Laem Chabang Port,2000-05-01,30.038727,1007.259705,1.463606,2.36539
Laem Chabang Port,2000-06-01,29.415436,1007.26123,1.467596,2.481025
Laem Chabang Port,2000-07-01,29.117828,1006.16748,2.220561,2.323577
Laem Chabang Port,2000-08-01,29.360504,1006.768738,2.54598,2.249979
Laem Chabang Port,2000-09-01,28.906647,1008.689697,1.012341,1.523644
Laem Chabang Port,2000-10-01,29.278717,1008.574402,0.152075,-0.010204
Laem Chabang Port,2000-11-01,28.173981,1010.550293,-1.814186,-2.709522
Laem Chabang Port,2000-12-01,27.98941,1010.715027,-1.529472,-2.374296
Laem Chabang Port,2001-01-01,27.395416,1010.163452,-0.084837,0.997728
Laem Chabang Port,2001-02-01,28.111481,1009.796875,-0.045396,1.797145
Laem Chabang Port,2001-03-01,28.998199,1009.43811,-0.185978,1.318726
Laem Chabang Port,2001-04-01,30.620514,1008.471558,0.238222,3.249296
Laem Chabang Port,2001-05-01,30.984772,1007.352173,1.613527,2.781103
Laem Chabang Port,2001-06-01,30.616119,1006.799072,2.601895,1.958527
Laem Chabang Port,2001-07-01,29.752838,1006.752808,2.630056,2.827864
Laem Chabang Port,2001-08-01,29.649323,1006.820923,3.037296,1.868158
Laem Chabang Port,2001-09-01,30.065582,1008.284668,1.219081,1.479518
Laem Chabang Port,2001-10-01,30.019928,1009.705322,-0.502055,-0.386091
Laem Chabang Port,2001-11-01,28.393219,1012.294067,-1.926101,-2.572721
Laem Chabang Port,2001-12-01,27.143463,1013.603455,-1.501256,-2.289688
Laem Chabang Port,2002-01-01,26.141998,1012.76123,-0.458183,-0.348013
Laem Chabang Port,2002-02-01,27.391754,1012.889709,0.590376,2.744816
Laem Chabang Port,2002-03-01,28.487457,1010.126892,0.094465,2.861906
Laem Chabang Port,2002-04-01,30.174225,1008.684998,0.088566,3.132503
Laem Chabang Port,2002-05-01,30.470612,1007.663452,1.207935,3.110276
Laem Chabang Port,2002-06-01,30.094391,1007.129089,2.233807,2.634575
Laem Chabang Port,2002-07-01,30.096832,1006.988464,3.100704,2.971727
Laem Chabang Port,2002-08-01,29.553131,1007.66156,2.942676,2.083168
Laem Chabang Port,2002-09-01,29.489655,1008.79718,2.060003,1.475357
Laem Chabang Port,2002-10-01,30.050934,1010.123779,-0.526356,-0.30368
Laem Chabang Port,2002-11-01,29.441315,1011.429688,-1.009104,-1.641756
Laem Chabang Port,2002-12-01,28.966949,1012.019043,-0.482218,-1.058516
Laem Chabang Port,2003-01-01,28.060944,1013.503113,-0.903954,-0.860634
Laem Chabang Port,2003-02-01,28.184235,1011.655029,0.037305,1.56156
Laem Chabang Port,2003-03-01,29.503082,1010.779053,0.012315,1.891394
Laem Chabang Port,2003-04-01,30.681793,1008.909668,0.201285,3.105285
Laem Chabang Port,2003-05-01,30.925934,1007.232788,1.791501,2.188437
Laem Chabang Port,2003-06-01,30.396881,1007.403748,1.803077,2.206619
Laem Chabang Port,2003-07-01,30.359283,1007.940918,1.676529,1.970302
Laem Chabang Port,2003-08-01,29.816315,1007.209351,2.681983,2.172255
Laem Chabang Port,2003-09-01,29.458405,1008.14093,1.720705,1.321271
Laem Chabang Port,2003-10-01,29.38736,1010.34314,-1.398741,-0.799833
Laem Chabang Port,2003-11-01,29.224274,1011.236267,-1.062872,-1.403427
Laem Chabang Port,2003-12-01,27.038483,1013.409973,-1.966552,-2.773059
Laem Chabang Port,2004-01-01,26.87442,1012.225952,-0.255079,-0.039753
Laem Chabang Port,2004-02-01,27.394196,1011.819702,-0.264027,1.624323
Laem Chabang Port,2004-03-01,28.71817,1009.876892,0.058712,3.118815
Laem Chabang Port,2004-04-01,30.66568,1008.712158,0.180093,3.656963
Laem Chabang Port,2004-05-01,30.803131,1007.636902,1.208889,2.572061
Laem Chabang Port,2004-06-01,30.523346,1007.553772,2.354922,2.239414
Laem Chabang Port,2004-07-01,30.378815,1007.37439,1.861306,1.922513
Laem Chabang Port,2004-08-01,29.744537,1007.235962,2.869378,2.426291
Laem Chabang Port,2004-09-01,30.152985,1009.675598,0.651546,1.25589
Laem Chabang Port,2004-10-01,29.925934,1011.723145,-1.684916,-1.191145
Laem Chabang Port,2004-11-01,29.332916,1011.75531,-1.495841,-1.552683
Laem Chabang Port,2004-12-01,27.284088,1012.371887,-1.111997,-2.076029
Laem Chabang Port,2005-01-01,26.936432,1012.250305,-0.20921,1.031797
Laem Chabang Port,2005-02-01,28.376862,1011.696228,0.386683,3.921111
Laem Chabang Port,2005-03-01,28.569,1011.670654,-0.090416,2.695446
Laem Chabang Port,2005-04-01,30.09903,1010.52063,0.035284,2.703829
Laem Chabang Port,2005-05-01,30.589752,1007.138123,0.812239,3.214775
Laem Chabang Port,2005-06-01,29.984283,1006.219971,2.32447,3.595712
Laem Chabang Port,2005-07-01,29.868561,1007.579041,2.598318,2.212987
Laem Chabang Port,2005-08-01,29.200348,1007.403748,2.353464,2.466125
Laem Chabang Port,2005-09-01,29.57608,1008.297485,1.584918,1.756044
Laem Chabang Port,2005-10-01,29.628326,1010.405945,-1.050755,-1.124419
Laem Chabang Port,2005-11-01,28.944977,1011.0,-0.880964,-1.308263
Laem Chabang Port,2005-12-01,26.997223,1012.06189,-1.88099,-2.670683
Laem Chabang Port,2006-01-01,26.807281,1011.508118,-0.575047,-0.123321
Laem Chabang Port,2006-02-01,28.166412,1011.538452,-0.059783,0.63125
Laem Chabang Port,2006-03-01,29.34903,1009.709717,0.233645,2.961429
Laem Chabang Port,2006-04-01,30.505768,1008.846863,0.105151,3.040264
Laem Chabang Port,2006-05-01,31.033356,1008.433105,0.65733,2.560987
Laem Chabang Port,2006-06-01,30.485748,1007.423767,1.383381,2.115379
Laem Chabang Port,2006-07-01,29.623932,1007.106567,2.935088,2.832908
Laem Chabang Port,2006-08-01,29.232819,1007.088135,3.204666,1.978135
Laem Chabang Port,2006-09-01,30.058258,1008.877197,1.382523,1.07008
Laem Chabang Port,2006-10-01,29.708649,1010.847839,-0.079361,-0.075835
Laem Chabang Port,2006-11-01,29.651764,1010.627197,-0.459258,-0.136225
Laem Chabang Port,2006-12-01,28.479645,1012.36969,-1.47972,-2.585155
Laem Chabang Port,2007-01-01,26.670807,1013.153748,-1.146044,-1.592865
Laem Chabang Port,2007-02-01,27.24527,1011.759033,0.202855,2.450742
Laem Chabang Port,2007-03-01,29.104401,1009.589355,-0.011106,3.791197
Laem Chabang Port,2007-04-01,30.472809,1009.773438,-0.158659,2.506712
Laem Chabang Port,2007-05-01,30.470123,1007.89093,0.845517,2.156115
Laem Chabang Port,2007-06-01,30.979889,1006.226562,1.144126,2.32921
Laem Chabang Port,2007-07-01,30.402496,1007.313721,2.19928,2.198221
Laem Chabang Port,2007-08-01,29.766998,1006.543152,2.659301,1.994016
Laem Chabang Port,2007-09-01,29.259674,1007.36438,1.764999,1.573978
Laem Chabang Port,2007-10-01,28.828522,1009.199402,-0.415406,-0.822689
Laem Chabang Port,2007-11-01,27.976715,1011.154053,-2.458547,-2.630887
Laem Chabang Port,2007-12-01,27.004547,1010.642212,-1.051515,-1.065832
Laem Chabang Port,2008-01-01,27.194244,1011.322815,-0.708373,-0.368758
Laem Chabang Port,2008-02-01,27.842438,1011.619385,-0.704196,0.478126
Laem Chabang Port,2008-03-01,28.449371,1009.695923,-0.084205,2.267712
Laem Chabang Port,2008-04-01,29.952301,1008.142517,0.056791,2.579777
Laem Chabang Port,2008-05-01,30.04483,1006.798767,2.228492,2.428003
Laem Chabang Port,2008-06-01,29.675934,1007.23407,2.166186,2.560282
Laem Chabang Port,2008-07-01,29.214264,1007.158142,2.369247,2.560058
Laem Chabang Port,2008-08-01,29.222809,1007.295654,2.086991,2.069366
Laem Chabang Port,2008-09-01,29.285553,1007.82251,2.279007,1.152415
Laem Chabang Port,2008-10-01,29.712067,1009.464661,-0.719345,-0.268867
Laem Chabang Port,2008-11-01,28.657623,1010.931274,-2.071904,-2.733235
Laem Chabang Port,2008-12-01,26.240387,1012.096558,-1.756361,-3.019299
Laem Chabang Port,2009-01-01,25.879547,1013.532471,-1.197757,-1.605355
Laem Chabang Port,2009-02-01,27.610748,1009.803101,0.527814,2.253368
Laem Chabang Port,2009-03-01,29.097076,1009.810608,0.02959,2.477477
Laem Chabang Port,2009-04-01,30.194489,1008.14624,0.988212,1.209587
Laem Chabang Port,2009-05-01,30.688141,1007.000305,0.452418,1.957637
Laem Chabang Port,2009-06-01,29.852692,1006.996582,2.826623,3.229233
Laem Chabang Port,2009-07-01,29.782623,1007.101868,3.067513,2.061917
Laem Chabang Port,2009-08-01,29.809479,1007.08905,1.958943,1.809193
Laem Chabang Port,2009-09-01,30.010651,1007.609985,2.348658,0.982444
Laem Chabang Port,2009-10-01,29.48526,1009.254395,0.214212,0.083364
Laem Chabang Port,2009-11-01,28.826569,1011.08905,-1.384691,-1.760743
Laem Chabang Port,2009-12-01,27.93399,1011.990967,-0.700354,-0.54354
Laem Chabang Port,2010-01-01,28.230377,1012.511902,-0.491891,0.040834
Laem Chabang Port,2010-02-01,28.714752,1011.209351,0.728276,3.725317
Laem Chabang Port,2010-03-01,29.466705,1010.793762,-0.078351,2.789561
Laem Chabang Port,2010-04-01,30.437164,1009.544373,0.193532,3.730082
Laem Chabang Port,2010-05-01,30.886139,1006.937195,0.697916,3.241419
Laem Chabang Port,2010-06-01,30.335602,1007.250916,1.500404,2.799317
Laem Chabang Port,2010-07-01,29.95816,1007.428772,1.316826,2.614493
Laem Chabang Port,2010-08-01,29.302643,1007.624695,1.789166,2.184477
Laem Chabang Port,2010-09-01,29.757965,1008.304077,0.656735,1.34991
Laem Chabang Port,2010-10-01,29.099274,1008.455017,0.094903,-0.686081
Laem Chabang Port,2010-11-01,27.982574,1010.202515,-1.517504,-2.481861
Laem Chabang Port,2010-12-01,27.67276,1009.28064,-0.885515,-1.125386
Laem Chabang Port,2011-01-01,27.084381,1011.011536,-1.885395,-2.205066
Laem Chabang Port,2011-02-01,27.729645,1010.121277,0.226043,2.163242
Laem Chabang Port,2011-03-01,28.653229,1010.40686,-0.6437,-0.652732
Laem Chabang Port,2011-04-01,28.8815,1009.606567,0.067909,2.145407
Laem Chabang Port,2011-05-01,30.222565,1007.607178,0.960393,2.301092
Laem Chabang Port,2011-06-01,29.73819,1006.66156,2.155019,2.87844
Laem Chabang Port,2011-07-01,28.994293,1006.759705,2.432863,2.604134
Laem Chabang Port,2011-08-01,29.405914,1007.540955,2.235952,1.664129
Laem Chabang Port,2011-09-01,29.012115,1007.580322,2.675856,1.610168
Laem Chabang Port,2011-10-01,28.794342,1009.43689,-0.463391,-0.854993
Laem Chabang Port,2011-11-01,28.956207,1009.998413,-0.948933,-2.331012
Laem Chabang Port,2011-12-01,27.157867,1011.83905,-2.401211,-3.183805
Laem Chabang Port,2012-01-01,27.183014,1010.930298,-0.479928,0.0425
Laem Chabang Port,2012-02-01,28.368073,1009.486572,0.254025,2.096068
Laem Chabang Port,2012-03-01,29.559235,1009.252197,0.133463,2.4458
Laem Chabang Port,2012-04-01,30.184479,1008.62561,0.313307,2.743479
Laem Chabang Port,2012-05-01,30.210602,1006.127197,1.974847,2.775431
Laem Chabang Port,2012-06-01,29.477203,1006.308777,3.153116,3.004561
Laem Chabang Port,2012-07-01,29.017975,1006.842163,2.613755,2.525939
Laem Chabang Port,2012-08-01,28.912994,1007.581848,3.062955,1.901616
Laem Chabang Port,2012-09-01,28.884186,1008.455627,1.73636,0.505033
Laem Chabang Port,2012-10-01,29.952301,1010.097473,-0.209859,-0.417555
Laem Chabang Port,2012-11-01,29.466217,1010.174683,-0.265443,-0.116907
Laem Chabang Port,2012-12-01,29.532379,1010.507507,-0.648465,-1.080194
Laem Chabang Port,2013-01-01,28.41568,1012.315613,-0.53847,-0.023314
Laem Chabang Port,2013-02-01,28.594879,1010.780945,0.255563,0.986693
Laem Chabang Port,2013-03-01,29.415924,1010.436584,0.109284,2.976131
Laem Chabang Port,2013-04-01,30.370758,1008.153137,0.201036,2.687273
Laem Chabang Port,2013-05-01,30.864655,1007.449707,0.941486,2.515884
Laem Chabang Port,2013-06-01,30.161041,1005.972839,1.943443,2.179181
Laem Chabang Port,2013-07-01,29.409821,1006.756592,2.602494,2.061611
Laem Chabang Port,2013-08-01,29.014313,1007.37439,2.465058,2.260146
Laem Chabang Port,2013-09-01,29.186188,1008.00061,1.864151,1.644476
Laem Chabang Port,2013-10-01,29.16153,1010.525024,-0.265627,-0.686883
Laem Chabang Port,2013-11-01,28.693756,1010.618774,-1.524972,-1.919971
Laem Chabang Port,2013-12-01,27.042389,1012.647217,-1.589047,-2.469853
Laem Chabang Port,2014-01-01,25.873199,1014.141846,-1.090505,-1.459431
Laem Chabang Port,2014-02-01,26.935455,1011.164062,0.298741,3.045555
Laem Chabang Port,2014-03-01,28.591461,1011.148438,0.540593,3.55228
Laem Chabang Port,2014-04-01,30.10733,1009.331848,0.050059,3.353848
Laem Chabang Port,2014-05-01,31.058502,1008.180298,1.035784,2.345023
Laem Chabang Port,2014-06-01,30.488678,1006.097473,2.462386,3.358504
Laem Chabang Port,2014-07-01,29.858063,1007.09967,2.866265,2.824743
Laem Chabang Port,2014-08-01,29.520905,1008.496887,1.76795,2.386274
Laem Chabang Port,2014-09-01,29.440826,1008.837158,1.661865,1.658239
Laem Chabang Port,2014-10-01,29.601715,1010.656555,-0.809365,-0.812888
Laem Chabang Port,2014-11-01,29.649811,1010.94751,-0.834397,-1.176192
Laem Chabang Port,2014-12-01,28.215485,1012.480957,-2.087838,-2.738008
Laem Chabang Port,2015-01-01,26.630035,1013.454041,-0.395283,-0.793802
Laem Chabang Port,2015-02-01,27.595367,1012.513123,-0.068527,1.901233
Laem Chabang Port,2015-03-01,28.922516,1011.763123,0.200666,3.262571
Laem Chabang Port,2015-04-01,30.085358,1009.977783,0.092367,2.178573
Laem Chabang Port,2015-05-01,30.527252,1008.311584,1.332623,3.30381
Laem Chabang Port,2015-06-01,30.446442,1007.913452,1.73929,2.637935
Laem Chabang Port,2015-07-01,29.811676,1007.751587,2.692989,3.124909
Laem Chabang Port,2015-08-01,29.434479,1008.27063,2.517987,2.067875
Laem Chabang Port,2015-09-01,29.444244,1009.064087,1.86545,1.102724
Laem Chabang Port,2015-10-01,29.736237,1011.515015,-0.307597,-0.004767
Laem Chabang Port,2015-11-01,30.042877,1011.1922,-1.109552,-1.208055
Laem Chabang Port,2015-12-01,29.374664,1013.080627,-0.691935,-1.254584
Laem Chabang Port,2016-01-01,28.715973,1013.120605,-0.054131,0.776473
Laem Chabang Port,2016-02-01,27.866608,1013.78656,-1.188959,-0.266616
Laem Chabang Port,2016-03-01,28.902985,1011.617188,0.130362,3.532384
Laem Chabang Port,2016-04-01,30.349518,1009.02002,0.372403,4.316242
Laem Chabang Port,2016-05-01,31.201813,1007.849976,1.169468,3.221541
Laem Chabang Port,2016-06-01,30.518463,1008.326233,1.943458,2.703616
Laem Chabang Port,2016-07-01,29.776031,1008.02655,1.600069,2.373523
Laem Chabang Port,2016-08-01,29.696198,1006.495605,2.929839,2.276191
Laem Chabang Port,2016-09-01,29.393219,1007.769714,1.879349,0.999384
Laem Chabang Port,2016-10-01,29.322418,1008.34906,0.630584,-0.152716
Laem Chabang Port,2016-11-01,29.484772,1010.544373,-1.311836,-1.507854
Laem Chabang Port,2016-12-01,28.27774,1011.496887,-1.723321,-2.959599
Laem Chabang Port,2017-01-01,27.637848,1011.454041,-1.167495,-1.611894
Laem Chabang Port,2017-02-01,27.947418,1012.34436,-0.439324,-0.08599
Laem Chabang Port,2017-03-01,29.272858,1010.42688,0.01416,3.008177
Laem Chabang Port,2017-04-01,30.222076,1009.637512,0.067068,2.389405
Laem Chabang Port,2017-05-01,30.866364,1008.055603,0.240242,2.623296
Laem Chabang Port,2017-06-01,30.46817,1007.753723,2.093687,2.298955
Laem Chabang Port,2017-07-01,29.616852,1007.736267,2.934549,2.145909
Laem Chabang Port,2017-08-01,29.708405,1007.44281,2.189488,2.142209
Laem Chabang Port,2017-09-01,30.249176,1008.473145,1.14074,1.632927
Laem Chabang Port,2017-10-01,29.924469,1009.450623,-0.029542,-0.485445
Laem Chabang Port,2017-11-01,28.792389,1009.950317,-1.357711,-2.399778
Laem Chabang Port,2017-12-01,27.460602,1012.489075,-1.667011,-2.567785
Laem Chabang Port,2018-01-01,27.024567,1010.414368,-0.237316,-0.270944
Laem Chabang Port,2018-02-01,27.713287,1012.371582,-0.512261,0.982752
Laem Chabang Port,2018-03-01,29.21402,1010.374084,-0.098638,2.502695
Laem Chabang Port,2018-04-01,29.983063,1009.800598,-0.223205,1.878583
Laem Chabang Port,2018-05-01,30.556305,1009.105957,-0.033875,2.169254
Laem Chabang Port,2018-06-01,30.498199,1007.514709,2.604511,2.88738
Laem Chabang Port,2018-07-01,29.717194,1006.256226,3.503204,2.554002
